issuance_week_id,referrer,referee
119,0x15b6edecd9ef4d0493163eac608c4d2794dedc3f,0x863bbc364778be4b22e975d5fdd78ba31eba59d4
119,0x15b6edecd9ef4d0493163eac608c4d2794dedc3f,0x9e2fecdc6169720d9593b269c6ce3091577fbcbd
119,0x15b6edecd9ef4d0493163eac608c4d2794dedc3f,0xc979b8c2e50e0167dfc662969066d72f5b66e2a8
119,0x160c41f84dbc4fd8e1969f67a3ba83ac7c94b26f,0x50d9610d0f37637f6f7dbe298b75b79d3907043e
119,0x170b0169f2c1297cc682e4f42b77a3c8fd64f81e,0xf68ff59709c282c2f825124ee299a9c1776b832e
119,0x1737a160be59d64cc8d0224ebfd28b1ee46abaa3,0xc11c1ff261f29048fa6c2a013eb05351f93dcaf5
119,0x17eb0ed051daeca7881ce0bacf9a3ed2c1c56546,0x40a5a457b6aa1f12ceac1f56cb4816088d3cc6c8
119,0x184e8b592658586359d6b0be310601f69b99205f,0x73611f705c82014815c801d2494e8d85f87472cf
119,0x18ba25bd40542c191905fca1a77adcfbbbd55640,0x347237fda6ffb41588b0f448a8394bc8a609674f
119,0x18ba25bd40542c191905fca1a77adcfbbbd55640,0x64ef3f0a0cadf515ded253039d54f9bccfc0600b
119,0x18edb05b3beedda6696bf49bff2a7fc88c4c6013,0x13ce260b0fe02536406ccff68523655bfe45b496
119,0x18edb05b3beedda6696bf49bff2a7fc88c4c6013,0x6e2b195e29268a75d13ec24a29d1acf5a567769e
119,0x18edb05b3beedda6696bf49bff2a7fc88c4c6013,0xc8f4158aaddccce2fe9d73a52ee8a135558b5c5e
119,0x1ab0242673834587dbf8cd1f5d737c43f315483e,0xfeeb9ee3643ef928e6a2c09856b99d960eafdda4
119,0x1b72ad503d497ca272903e735c4e639396684d5e,0xb63fcf90f6673afb24dc570892808342ac366ad1
119,0x1cb4da7c8496b9730894e7b2863e63b254bec8c9,0x03cad17047d7a5df019dac890151dce00e244d82
119,0x1ddde54c5763723cd4b1b063335e6803108e5357,0x160c41f84dbc4fd8e1969f67a3ba83ac7c94b26f
119,0x1e9f66bfc49d464e19c8e9b1f55d698b4da4a95a,0x7fe4f7747a0f8374b979674f9e039b27da5ea894
119,0x20270ad8e24f8ebe42557fc56b6bd53556c27ff6,0x3be6608168fb71d6a7be065e2ab9e628aa17b2f0
119,0x21900694b13e63a9bf7b38c4d3faef42f6678c0f,0xbca1b2941d4a47d1c58ab0e757b4b7d68164828c
119,0x21bb016648c47ba10ba0fde68218f1935c9b3ea6,0xd28a2f2929cd9cd71145e3c7500101a6a50d730b
119,0x21be3ebd5682cba3112cb096bdd67522a18b36b8,0x2c5a0b79bb8322807857fd218298aee7f7b5545c
119,0x23270180ae381161fbbdc1ede712d3071862d14f,0x0f4cca2eaf5164d1e9cd857f7a928dfbfe4e4447
119,0x23c18f85af7cd6f6182dff7aa4435d776acdda91,0xb1bc37c5ea60c027d0c80df395d92ebb8e42c7e7
119,0x25bc842de4e2cb473f85ab2806c04f7e8a05d58e,0xf6ae66980fb3a36f54582c70624399f4e42991f9
119,0x25c9a936da2c2275365bd233df3265036da520d0,0x28b56f613184600cd6856011cf4120d55f389a25
119,0x25c9a936da2c2275365bd233df3265036da520d0,0x7f9f0049862fb8c2a17c8cef4fca7e719685f0f9
119,0x25c9a936da2c2275365bd233df3265036da520d0,0xd0026f08d0a1d18e51126817f0e3d6d6bcc456ed
119,0x274999c0cd340bca9b5f1681c5cf583e15b3d044,0x432660fae3ba2267a75a1ce802b259256175ba25
119,0x274999c0cd340bca9b5f1681c5cf583e15b3d044,0x4e39374193fda8cbd74a8ec1b94620b219e6abd1
119,0x2880d21df5633d1d94a2f614d3b905fa8fa6bca6,0x2d9f6f38d9186e4c7806dd17af3776b1f7e8081f
119,0x2880d21df5633d1d94a2f614d3b905fa8fa6bca6,0x91c9b12e01b0f384816a3c091aa5471fb826c9f6
119,0x28d4953291420af5c9065483fb4853b67961ad1e,0xb0c0a9ccb28543e179e0b8329dd63933c0455c3f
119,0x28d4953291420af5c9065483fb4853b67961ad1e,0xc0617743ca52377281f6644c56924918288f184e
119,0x28d4953291420af5c9065483fb4853b67961ad1e,0xcb0f836389b681d2ab8f19b1e52f4b6b3f4985e8
119,0x29994f96ed1e5e7a71e327aa4f77ca1c4a07cb5b,0xf7603c4bb5c8d065ac0395550afaf23dccd1111b
119,0x2a0f7035d895055e1e0783bf62930a1e0f52cc65,0xe0e61dc9663e99e3435511e7bf4d86f5397b87a5
119,0x2a2685924cb3271494f3ef9115659aabc5b159eb,0x3bda6867e03d08e601b2a1b6ad8ac76e084965d8
119,0x2a3a7525c4a4db8b72a2cec85addfe6a2b3575cf,0x7a9cf4d465a7db6cb2f792415b6fd781df4d8448
119,0x2b1804c0040233d9fbea068334ef227815c38442,0x53ecac07e5f107c223d79017eb1941d466ff202c
119,0x2b528ed7a6c02f721a2a572d9f0dd6cc9ce1ec11,0xe0ab380c7deda84bd97b1170424d6f654602dd6b
119,0x2c5a0b79bb8322807857fd218298aee7f7b5545c,0xd3fb3d15507c28964389215762580b46317346b4
119,0x2cdc67bbb51fbffb446abbe84cec1b876acbdf9e,0x2b1804c0040233d9fbea068334ef227815c38442
119,0x2d4d74c549a3dd344a366e3d14246a63418e1782,0x7e16079290ad2f8a87d4cc44494e9df3853e9c36
119,0x2e6c1262149f165bcb472385d68ccdc59be4a3b8,0xbf55ecebcf1c6a38a6055c9f5acb3282f5996785
119,0x2eb5fbb52961ed4fa783b7024f32b5266b9159fd,0xff38acf25d0a208242f5b3c3c51029a8d29375e2
119,0x2fc69a9bb63af6d411f3ddaa588a1e1283b3d21e,0xbc662bb3c9181cb90b1254da599222eb5a47b53f
119,0x30cbf011ade1493e79ccb74ad470542787611fb7,0x39b5d8ca42fc5ada09fa2616cddeb43b2e8ba8ba
119,0x33779831335e4b9c5873c2c4a251bed6f4b07d8a,0xc2cf00d521b64d41ee53b35efb626218637be255
119,0x348365656ff18a4a9d643f68d2ab738927d20650,0x66daa84e160fd9669851457ef6cdbb57b502c1e7
119,0x34f0cc15f8e02cb4e44313a370298a00f9986ca7,0xcfafa8dbd4e972f0154112b2987a139a4f4a062d
119,0x350b72e7ee1d33372e52f9b8ec268c09e91e7c16,0x6130bbdfafe348f92beac567bdb4fe6809168437
119,0x3569e2d7589c25bc44664ed4db13a852b39bad1f,0xb86604c59671b6a4395f783f2f7b5f14b64fda60
119,0x363b1551c2e5552804c09e28e07b4692de65c4cf,0xc61b216eb605cf67c0053df25cc01b79df13b17d
119,0x369a54ee55ec38c7d1278bc644548cf3d1bae1d0,0xeb645fa01d8d1655cf57a8953682e09f6dc39c88
119,0x376a8091e41677a15dd72ca29564282901ac465f,0x70403b2e929cf5c67ce873c9d9495a64e59ccb18
119,0x3968cba6b8151ec642f7f944fae5e8b3dc8ba468,0x8b4971bf14fd676c93c342a96c132575622c3ac8
119,0x39b5d8ca42fc5ada09fa2616cddeb43b2e8ba8ba,0xac09c7242e67ecec803348bcfb44dcbd9be192a9
119,0x39f8d45d596ce110472d6fc322323bd2b7ab4aee,0xda356f50ffff04274b35bc27ca7116d02e5ec405
119,0x3b1702fc0013a34ab6c5cb78b7f9675ed8e83e43,0x760a5511c9989e7756557a42330e60a27d3fa566
119,0x3b1702fc0013a34ab6c5cb78b7f9675ed8e83e43,0xd33ac046809c5badc028faf0e6c576c84e012357
119,0x3bc64bbe855c41d4c13b96be82ff834221b4679b,0x369a54ee55ec38c7d1278bc644548cf3d1bae1d0
119,0x4037846941f96c63122fd8bd027ceaea88b64471,0x3d85a16adbd5f3678cf3715cc35d70aa5582c473
119,0x44556dcb2952e0e66085cb68f7d79a7a296a9a72,0xde22b77e3be1bdaea22fbf0bd04db7061c2ab627
119,0x446708d882d38067577c1cfdd3c1c01761ceb2a2,0xc42f626d95dcadb89143ddf5403252b90be37df5
119,0x44982bad372562a0b8067e59c12cc8e596300284,0x50d36b6c135086a6c7b8431ad76a4aaac7c8eef8
119,0x44cbf2be52232c46e2ca3a040df59a0f8b5f7375,0x7ad4c28713e5b9b6443daa49ff312d87160d445a
119,0x44cbf2be52232c46e2ca3a040df59a0f8b5f7375,0xb40cb2720f03296e6bcdaa0ebb5046181b275cce
119,0x46468e10461550c5422477c046ee6458cd2c6bef,0x89ebca80e75c97edee63887987b98d43b50c908c
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0x0fb52218a34963255f3d143c067d4894383e79e5
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0x73b3c578eb5c9f4975ef244c87e4f81735e52493
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0x7dafa8d618b77351d060c81924661e5042da6c1a
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0xab8d76c456442610aed7d2e9ba1749ea470799c3
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0xb6204d741a06bc7146c3238af89a110fa637abb4
119,0x465b7644cd848255f692a1e02dd8956c501c3816,0xd77ef6acdf6def9079a544a8afd3021328ceb684
119,0x472969ace3be0fe8605402fc0d893db002cd996d,0x567f5ff2352fc3be39505b4b819ba6fe5b23a9c2
119,0x478d4657d0069bb460d3c137aaeb6af299057f62,0x3569e2d7589c25bc44664ed4db13a852b39bad1f
119,0x4a0d811f1f6526a72d0c10cf999712efec81bbd9,0xaee6f337ed8816c9b34b11db113b8f0a2ba3549c
119,0x4a1c3e5ef27fb409d072661d674b0689e68a26b8,0x09f79c8a4e97e278497fd11bd7f2750133458546
119,0x4a1c3e5ef27fb409d072661d674b0689e68a26b8,0x4e4e96885e9d7fd65329899b1b7ed78cee5ff255
119,0x4bb1b6542af3f8053f2f408c9f99bcff4c377804,0x118943172070fe2987005a3d657b6780cf42d983
119,0x4da479b83e6dbb25b07b869d90c29cd7691a4978,0x30cbf011ade1493e79ccb74ad470542787611fb7
119,0x4da479b83e6dbb25b07b869d90c29cd7691a4978,0x5791b1f00d285a849b8664db76ca6e82a3a03335
119,0x4e959d143bdd1599358b2484046e2d73de73496f,0x1f4648e841c0beae8065f3e88a33b96d503382b6
119,0x4f29fe23afae1a4ad5fc8704014568b9ff16f1b7,0x7931e9c979a9bf209468ed45fc2b2f5700dbf0b3
119,0x4f8b1133a94da6132e691b67779546312c65c201,0x50afea4e65d7d56325f93d5ea3f0e67663ace2f4
119,0x4fa5a212c3e9c4bbfe14118c1a52f5cc121780c5,0x4ca081285fa438604b9f23be98aba6c2f1b02dae
119,0x4fa5a212c3e9c4bbfe14118c1a52f5cc121780c5,0xe5c75c0c59ed5a78927daaa268bda01069d22f6d
119,0x4fa5a212c3e9c4bbfe14118c1a52f5cc121780c5,0xec81125d7c9cf1dba35dd08db85dfacaf3c66017
119,0x50afea4e65d7d56325f93d5ea3f0e67663ace2f4,0x7af2ad9b0ab95ba0edfeb16180984f676d28c389
119,0x50d36b6c135086a6c7b8431ad76a4aaac7c8eef8,0x29994f96ed1e5e7a71e327aa4f77ca1c4a07cb5b
119,0x50d55d2171fda0934a40d58de7c7778af87f1fdd,0x1ebff72085d4baff2085b13c42b7fcf76683ea84
119,0x50d9610d0f37637f6f7dbe298b75b79d3907043e,0x4a0d811f1f6526a72d0c10cf999712efec81bbd9
119,0x51f38f059a250f8b1975516d53352c428b73d289,0x44d395632d66ce738171a2cd1cb543de8a50b906
119,0x52e5922da0b5fcf118cb86a979c3667e839232cb,0x5d2434f96f396de169123f5a615faa836050292a
119,0x530942e8d6ae0be38e127bb06f0f1c04493c2473,0x15b6edecd9ef4d0493163eac608c4d2794dedc3f
119,0x54166c06cc4ade1ddb5cc8a841e39a94282a1534,0xae51e0c84115c5e2fe45b0197839800fd83e515b
119,0x5513240792d28d9b8f6badd0e4f0c98aa4eb682e,0xa27170a71c7b7c347789c6032ce9f515d9934bbb
119,0x5635b5d55189b69ac9dce4e3c2305989a2cbcfe6,0x874681544bccd66c441171e5424ec028f15a813d
119,0x5791b1f00d285a849b8664db76ca6e82a3a03335,0x5513240792d28d9b8f6badd0e4f0c98aa4eb682e
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x073604f4a19e7d1802ead21760f724a3bbda1a60
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x414763795fea95b80b4b85f25510441e6edce0d3
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x6573b68b94e0c4ac9dfa1167f100094655ec5270
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x71aa2cb60cbfe1378d8be36cb5e4449eae9d05c1
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x9159628ae39e117cd16039df19e29d4124e73469
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0x97ff8a43d510acefd00a6a96c1ddaf1281e0ecef
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0xd119676c7900b5a68ac159c77d5d0fd7228de5d6
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0xd7ce87493dfa139849ecc2de65841e31da122999
119,0x59ba18f2bbb9d5f5c4437526a0963ba4a63fe596,0xf5cd65db9f94be6df5ad15b5b161cff8ca8fe7cf
119,0x5ae92e753ac0a09f162600220ae861136b09a8c5,0x33779831335e4b9c5873c2c4a251bed6f4b07d8a
119,0x5c936e8edc5b3f39bda2e6e5c50a42cd1860436f,0x0b02d75c1b1c8627d950cf28ab80372765cdd944
119,0x5c936e8edc5b3f39bda2e6e5c50a42cd1860436f,0x65d5b4ae9d7feb789cd5b5cd790550bad7f10117
119,0x5c936e8edc5b3f39bda2e6e5c50a42cd1860436f,0xae0017b38cf189249b077cc66447ca7eee48c15c
119,0x5d54e787b6210499d880c993c0945461aedfa0e9,0x64d2a34eb68f83147595a4316a09b538d323211e
119,0x5d54e787b6210499d880c993c0945461aedfa0e9,0x8a55073bb9f6117d380ec95d9bc6e0df66007e13
119,0x5d54e787b6210499d880c993c0945461aedfa0e9,0xdce2ea8a443546b20ac64c13b40e623a7ed49d03
119,0x5f393b398baa90526642c298cc3817c836b85384,0x3385f95fcea7bfc3a202bb280709fc4ecfaababe
119,0x5f393b398baa90526642c298cc3817c836b85384,0xbea314b64b5b0e3d797c827d3f5b6c47741698a3
119,0x5faf74b83ab1dae6e6196a94e77f7bf9a5ab404d,0x4a49aebf1c12668e177be6b59c7a29dcedd7405f
119,0x5faf74b83ab1dae6e6196a94e77f7bf9a5ab404d,0x6298ed5763071c1b7702a58534eb05a398f893a1
119,0x5faf74b83ab1dae6e6196a94e77f7bf9a5ab404d,0x85e2f2ef79b088c4a26628466223ef6d90c8f5ad
119,0x5fcf3cf4173f20021cb245a24206b4f5c846b651,0x77774360a499da1ec9372d6a1f5a071b2664b5b4
119,0x609225ff23712c80d88268785ada852abd24ed02,0x1737a160be59d64cc8d0224ebfd28b1ee46abaa3
119,0x610fc30b9082dfc634d5a910e1e4cbe12daff0b9,0x04720603c9edafd8ff2676c0d3d603fc05f0cbcc
119,0x630edea7e1fbf17d1b5cb1cd5a52ff11d8e5966c,0xaa84bcdc071c6b70434390ddd39c7c8a096d86a4
119,0x634b5635ed2067f5932b079df0b16eb4796f47be,0x2b076ca4c4a76fcb831de718991592a4aacfc09d
119,0x63d374bd7e53615b284e760be180f337bb03007b,0x31cad9ada690c09ebeed073ca0f472ca78e5c72c
119,0x63d535cabf01e210393a82707ee5ee24fa90ef2a,0x03024f7e1a6efe610de95b1aa746c86d54ec7c11
119,0x63d535cabf01e210393a82707ee5ee24fa90ef2a,0x18edb05b3beedda6696bf49bff2a7fc88c4c6013
119,0x63d535cabf01e210393a82707ee5ee24fa90ef2a,0x7a20a2f373f4e6adf49610fe4c2c6ba4e48ce310
119,0x643e5064e4428ba17ef41aee617825acffb89e7c,0x54166c06cc4ade1ddb5cc8a841e39a94282a1534
119,0x64d2a34eb68f83147595a4316a09b538d323211e,0xc658cfb7fa3a1293d131c16834b9da4f900eebb1
119,0x64d2a34eb68f83147595a4316a09b538d323211e,0xe6d5a689aa00d694f2cf7a2595a5f5e2c80c02fa
119,0x65774a78f2adfea476d323e45cb47791e8e87a37,0x0f4a0c17ff44d6df73462a54b235f7feac4adb94
119,0x66daa84e160fd9669851457ef6cdbb57b502c1e7,0x4f29fe23afae1a4ad5fc8704014568b9ff16f1b7
119,0x679949e49427b0dc7e58e685e974cad41415bfd0,0xfe8e118b5c6589caa49a4c438bd7b5a367df1ddf
119,0x686e4a463547e2df8802cb0f8d9b690fa2e8cb8e,0x1ac15f47dc2dce8e2da2f1fa09b6e887a83e5591
119,0x68812a3237b39f92c0b9963d4866ec3bc87761e6,0x65774a78f2adfea476d323e45cb47791e8e87a37
119,0x692d8522720099c9a98419010e28b5a8b5652e99,0xb937e1724413adc2d8213215c076af9b99a605b8
119,0x69a94983286490dd26b613c73efd50f068b140fe,0xed5972e42116b909b0ff40150498bb5be9339cee
119,0x69c472171c4a5cde6240a09b41d7c3904afd5bbc,0x64d7cae44200dcf28789199e52c7e9f022176183
119,0x6b720ed18e35aaf1c66bfad9e3d88e5444e31331,0xd10921757476711127c2423f974d4259984c3dce
119,0x6bc03f9b4dde1f8c6e78fd23f5e613d91eb248da,0x3e785c15210d3459ab5f9f4939b936d74f1c0395
119,0x6bc345d6bf460b3e06494052cdb82b1ee6a423ff,0xe147911841c357a829092d840c219732e88e45b0
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0x12ec3fdecbafe7691173930d62c728d8b89eaf4d
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0x23c2ab299bd5e156a59aa5f4168d5e3c7af05ead
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0x30856fa328fc0b4db5b0a01d17bd7fe6218d280d
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0x437e9cdb89900988e1486a2a573620fe12e80292
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0x46abbf8526d8cc50037ed87e4fb1da59ca1f53bd
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0xb3d3802aacbae57e4c3c0963c7300eb13ae49b37
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0xba29a3ad784235fec48c4b764dcd6a24400b9814
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0xba30f74d00f37ddadc6ab490e881892cda628b27
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0xca39904e1b28779dff1d7827b020dad69aa8a200
119,0x6bf9463d3fef237f992619ff3bf5d8662e9c1ff3,0xf18c3d6e933a159eff4780724977292cf0a20ada
119,0x6e2b195e29268a75d13ec24a29d1acf5a567769e,0x34026ad9de9260b1f1f47c80ab3d016d7ec41929
119,0x6e2b195e29268a75d13ec24a29d1acf5a567769e,0x38475266991c4872032d7f7b202e5bebf3fc551e
119,0x6e4cc00f370502651f22340d6c0aafdd62f5a9fd,0xeee39df2af9b1333338e61348080a627af75d186
119,0x6f13e0110ec0933010ed0833790c8e01082e65d9,0x1f3e971a408950b9164b7c2030ec9d3e66220d27
119,0x6f1dcd11b262f1307473f5ff6a380d48160c81cf,0x4edd16960a0adca9472194f1a4d58f21b6d45e3e
119,0x6fbae4dad0ed7b86d6b79b0c11a1a623bfbf42ab,0xcd6263b050c7545834f2101dbdd20574d065f8a7
119,0x7024deffdb155ba24302a63739540149e2b8707d,0x01c72060b5b1a4b9ea4218867189c41f70399d68
119,0x70403b2e929cf5c67ce873c9d9495a64e59ccb18,0x7b89ff605620a92abd072efa10a841d86dec1a06
119,0x705b0278aa7ecac31e6a8e98cd4fa7c029cb6099,0x21bb016648c47ba10ba0fde68218f1935c9b3ea6
119,0x71522c7c8d1c8294a03964737a91c33b2b4ed03c,0xc173cace09fdfde80a45f1c7d61dc0f36d7cfc40
119,0x72080e61363aab8d665efce820214294f5042041,0x73181bfc288a402bb2ffa809a4da0093854ba87a
119,0x73181bfc288a402bb2ffa809a4da0093854ba87a,0x348365656ff18a4a9d643f68d2ab738927d20650
119,0x740f0e816b13ed49ea27440823d49003195a7936,0xf36e09a25ec73ebc90679111f49c4849ecfc6f3d
119,0x76e7b6d80dc5d56aec6bacab1086af67a3677784,0x21900694b13e63a9bf7b38c4d3faef42f6678c0f
119,0x77025e193b907899e63d293b4ff07f7bd0066d6a,0x09b9d9f205cef3c372f0e4d645a11ba9a4e21c4f
119,0x775b23aa39a4995d9c140c4d321e2f2bff8df15b,0x188cee7ace98fee96aeea209be208a451ec6868d
119,0x77aca1d68a7b1dd4f677f270bf2b47a8cbe34bea,0x1b1426b51b45d43a6454637536fcdf313b386f71
119,0x77aca1d68a7b1dd4f677f270bf2b47a8cbe34bea,0x209308da0fc30f38b4a9c60ae6c078a49c06aee7
119,0x77aca1d68a7b1dd4f677f270bf2b47a8cbe34bea,0x7c31ef3fd41c47ed786ebf837a40d6983f9fc95b
119,0x7931e9c979a9bf209468ed45fc2b2f5700dbf0b3,0x990b01d45d2de81e526bd81022f9bbf47063d224
119,0x7a20a2f373f4e6adf49610fe4c2c6ba4e48ce310,0xbdf2b3e03233513722741ee0251e89acdcabe44a
119,0x7a20a2f373f4e6adf49610fe4c2c6ba4e48ce310,0xf1a921bfc459edd5b2e4de52c142ed4d5bfde32b
119,0x7a4f7f7eeac99c40db801367603f8ed13c27d66b,0x376a8091e41677a15dd72ca29564282901ac465f
119,0x7a9cf4d465a7db6cb2f792415b6fd781df4d8448,0xe29c8f8799ac5316d55461121a00052e5091fcdd
119,0x7ad4c28713e5b9b6443daa49ff312d87160d445a,0x1d33b173e6594f130cb33abebe78fe1461808605
119,0x7ad4c28713e5b9b6443daa49ff312d87160d445a,0xb231e61c2a78417c759630b61e20ee223eb2a4ef
119,0x7ad4c28713e5b9b6443daa49ff312d87160d445a,0xe74e0c89939a12e879810e21cc3730f42471f826
119,0x7af2ad9b0ab95ba0edfeb16180984f676d28c389,0x6b720ed18e35aaf1c66bfad9e3d88e5444e31331
119,0x7b89ff605620a92abd072efa10a841d86dec1a06,0x0e7decf50f8770a880de787ea1423b6c4f653ab6
119,0x7b89ff605620a92abd072efa10a841d86dec1a06,0x4f8b1133a94da6132e691b67779546312c65c201
119,0x7c5b6335e4f5242e6af2e63cd404ce49ac7946bd,0xf11dac253597d0e1b4f64d0ea41ab55b53aef393
119,0x7e16079290ad2f8a87d4cc44494e9df3853e9c36,0x8c8577f82e47431bc83a4b41f1fbfe93b2b25e13
119,0x7fe4f7747a0f8374b979674f9e039b27da5ea894,0x106c199798eeae13f468c53741a710acb9ad5d62
119,0x7fe4f7747a0f8374b979674f9e039b27da5ea894,0x8555553a8135f40ce94e36282078bdb6e9ae9761
119,0x8028b000ab90da10ac1ad447035bc43c91dde234,0x907fcaecc678a1a1ac3f451ce349831657d1722a
119,0x8074fcb8fe94107a9a0ac1ed365da5eb881c6cae,0xd1adc10170646591e83ada341b60ccb2003a4bec
119,0x849c74198d2687c9719979b2cb861a0a345211db,0xdb912a442ebbe5b4242ce568f08cee4c2788d874
119,0x8555553a8135f40ce94e36282078bdb6e9ae9761,0x0391ba8cbd5ee434aa9c6cb54e827d9e4e8cd9f8
119,0x8555553a8135f40ce94e36282078bdb6e9ae9761,0x44982bad372562a0b8067e59c12cc8e596300284
119,0x85ac6c6685aa3eb2f654a5ef087cef44c5d312ff,0x739f616942b8f8ff2dcd5dc9298e781d9d38143e
119,0x85ac6c6685aa3eb2f654a5ef087cef44c5d312ff,0xc377133d0016a686899e1524c4041818c62e79ba
119,0x85ac6c6685aa3eb2f654a5ef087cef44c5d312ff,0xf5bb51676099e1e3458e5a7ac0a01a46238a5eac
119,0x86ccd7397becfb2fd48ed9fa872c39df1003df73,0x7a6d6bdeac19a1067cdadf0af0cf115124323237
119,0x86ccd7397becfb2fd48ed9fa872c39df1003df73,0xfb6acd6d5aa681ce1617b98e2b7242b4186d41ca
